Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
STK Service;;LS27077;ja;13.01.2022;Petra Gräf;21955;Junghans Wollversand;Junghans Wollversand GmbH & Co.KG;Auf der Hüls 205;52068;Aachen;;;;
Planegg;31315;LS27078;ja;18.01.2022;Petra Gräf;22381;Boqiao Sun;Boqiao Sun;Zugspitzstr. 14;85640;Putzbrunn;;;;
Planegg;31405;LS27079;ja;11.01.2022;Petra Gräf;20314;Sendmoments GmbH;Sendmoments GmbH;Kolosseumstraße 6;80469;München;;;;
Emons;;LS27080;ja;12.01.2022;Christian Irrgang;10160;AVALESS;AVALESS GmbH;Hansastr. 24;49205;Hasbergen;;;;
Planegg;31406;LS27081;ja;11.01.2022;Josefine Mättig;22402;Larissa Wieczorek;Larissa Wieczorek;Paulstraße;1;30167;Hannover;;;
Planegg;31407;LS27083;ja;01.02.2022;Petra Gräf;22404;Gemeinde Grömitz;Gemeinde Grömitz;Kirchenstr. 11;23743;Grömitz;;;;
Emons;30254;LS27084;ja;11.01.2022;Josefine Mättig;22319;Amazon Deutschland S25 Trans.;C/O Maintrans Internationale Spedition GmbH;Am Elvis Terminal 1;34593;Knüllwald;;;;
Planegg;;LS27085;ja;11.01.2022;Christian Irrgang;22403;Rauh Systeme;Rauh Systeme e.K.;Allgäuer Str. 26;87787;Niederdorf;;;;
Planegg;31409;LS27086;ja;01.02.2022;Petra Gräf;22404;Gemeinde Grömitz;Gemeinde Grömitz;Hauptstr. 16;23749;Grube;;;;
Planegg;31410;LS27087;ja;11.01.2022;Josefine Mättig;20283;Sawade GmbH;Sawade GmbH;Wittestraße 26e;13509;Berlin;;;;
Planegg;31412;LS27088;ja;11.01.2022;Christian Irrgang;21698;Mr. Lodge Brüning;Mr. Lodge GmbH;Barer Straße 32;80333;München;;;;
Planegg;31411;LS27090;ja;04.01.2022;Rene Kühn;21818;Stips;Michael Stips;Falkenstr. 28;82166;Gräfelfing;;;;
Planegg;31413;LS27091;ja;11.01.2022;Christian Irrgang;21531;Tagliamonte;Domenico Tagliamonte;Marie-Alexandra-Str. 48;76135;Karlsruhe;;;;
Emons;31414;LS27092;ja;11.01.2022;Josefine Mättig;21662;AMAZON POLAND;Amazon Fulfillment Poland sp. z o.o.;Chociule 100; 66-200 Chociule;66-220;Swiebodzin;;;
Planegg;31415;LS27093;ja;11.01.2022;Christian Irrgang;20998;Gräf Petra;Florian Gräf;Wolkerweg 13;81375;München;;;;
STK Service;;LS27094;ja;11.01.2022;Petra Gräf;21237;Berufstrainingszentrum BTZ;Berufstrainingszentrum Rhein-Ruhr gGmbH;Pempelforter Str. 50;40211;Düsseldorf;;;;
Planegg;;LS27095;ja;11.01.2022;Petra Gräf;22169;Tourismus-Service Grömitz;Tourismus-Service Grömitz;Neuer Markt 1;23743;Grömitz;;;;
Planegg;31418;LS27096;ja;20.01.2022;Petra Gräf;22405;Doina Renges;Doina Renges;Binderweg 12;83022;Rosenheim;;;;
Planegg;;LS27097;ja;11.01.2022;Petra Gräf;21204;MB Well Service;MB Well Services GmbH;Beim Postweg 2;26446;Etzel/Friedeburg;;;;
Teamblue Bad Münder;;LS27098;ja;11.01.2022;Rene Kühn;20413;Lowescher;Lowescher Automaten Catering;Benzstraße 8;48599;Gronau;;;;
Emons;;LS27099;ja;12.01.2022;Christian Irrgang;20759;Getränke Wagner Vending G;Getränke Wagner Vending GmbH;Weinstraße 31;4664;Laakirchen;;;;
Planegg;31423;LS27100;ja;11.01.2022;Sönke Rocho;20359;TSCNET Services GmbH;TSCNET Services GmbH;Dingolfinger Strasse 3;81673;München;;;;
Neumann;;LS27101;ja;11.01.2022;Rene Kühn;20587;Getränke-Service Neumann;Getränke-Service Neumann;Siemensstraße 12;79108;Freiburg;;;;
Planegg;31425;LS27103;ja;13.01.2022;Rene Kühn;20506;Walter Möbeltransport Gmb;Walter Möbeltransport GmbH;Schatzbogen 52;81829;München;;;;
Emons;;LS27104;ja;12.01.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31428;LS27105;ja;12.01.2022;Petra Gräf;20998;Gräf Petra;Petra Gräf;Wolkerweg 13;81375;München;;;;
Strecke;30846;.LS26907;ja;06.01.2022;Petra Gräf;22364;Lindenstruth;Ernst Lindenstruth;Meißnerweg 51;64289;Darmstadt;;;;
Berlin Wein König;;LS27107;ja;06.01.2022;Petra Gräf;21352;Setting;Setting HQ UG (haftungsbeschränkt);Prinzessinnenstr. 8-14;10969;Berlin;;;;
Avaless Berlin;;LS27108;ja;04.01.2022;Petra Gräf;21236;energicos;energicos GmbH;Heinrich-Hertz-Straße 3 f;14532;Kleinmachnow;;;;
Avaless Berlin;31340;.LS26953;ja;06.01.2022;Petra Gräf;21970;Jutta Freitag;Jutta Freitag;Otto-Suhr-Allee 22 / 4.OG;10585;Berlin;;;;
Avaless Hasbergen;;LS27110;ja;14.01.2022;Petra Gräf;21204;MB Well Service;MB Well Services GmbH;.;49453;Rehden 29a;;;;
Planegg;31432;LS27111;ja;12.01.2022;Christian Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
STK Service;31433;LS27112;ja;17.01.2022;Petra Gräf;22222;Amentum Dülmen Tower Barracks;Amentum Services; Inc.;Tower Barracks / Tuzostr. 1;48249;Dülmen;;;
Emons;31434;LS27113;ja;12.01.2022;Josefine Mättig;21662;AMAZON POLAND;Amazon Fulfillment Poland sp. z o.o.;ul. Jozefow 3 A;93-614;Lodz;;;;
Planegg;31313;LS27114;ja;25.01.2022;Petra Gräf;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;31435;LS27115;ja;12.01.2022;Josefine Mättig;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;31437;LS27117;ja;12.01.2022;Josefine Mättig;20864;Schirmer&Zitzl GbR;Schirmer&Zitzl GbR;Karlstr.19;6844;Dessau;;;;
Planegg;31367;LS27118;ja;07.01.2022;Petra Gräf;20254;Hoellinger;Mercury Baustelle;Dywidagstraße Dornbach;85609;Aschheim bei München;;;;
Emons;30635;LS27119;ja;28.02.2022;Christian Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Planegg;;LS27120;ja;12.01.2022;Josefine Mättig;22406;LEONI HighTemp Solutions GmbH;LEONI HighTemp Solutions GmbH;Alfred-Jung-Straße 1;58553;Halver;;;;
Planegg;31439;LS27121;ja;12.01.2022;Josefine Mättig;22407;Andre Ramos;Andre Ramos;Buchenstr. 4;83308;Trostberg;;;;
Planegg;31440;LS27122;ja;12.01.2022;Christian Irrgang;20847;Schöttle Getränke-Service;Schöttle Getränke-Service GbR;Nagolder Str. 16;72221;Haiterbach;;;;
Planegg;;LS27123;ja;14.01.2022;Petra Gräf;22187;Landesverband Bayer.Bauinnunge;Landesverband Bayerischer Bauinnungen;Kobellstraße 17;80336;München;;;;
Emons;31442;LS27124;ja;12.01.2022;Christian Irrgang;20847;Schöttle Getränke-Service;Schöttle Getränke-Service GbR;Nagolder Str. 16;72221;Haiterbach;;;;
Planegg;;LS27125;ja;27.01.2022;Petra Gräf;22312;3S Business Consulting GmbH;3S Business Consulting GmbH;Habermannstrasse 4;82031;Grünwald;;;;
Röser;31444;LS27126;ja;09.02.2022;Josefine Mättig;10028;Jakob Wassertechnik GmbH;Jakob Wassertechnik GmbH & Co.KG;Im Krautgarten 19;86470;Thannhausen;;;;
Planegg;31445;LS27127;ja;21.02.2022;Josefine Mättig;10028;Jakob Wassertechnik GmbH;Herrn Michael Stettner;Hohenackerstr. 11;73660;Urbach;;;;
Planegg;31446;LS27128;ja;12.01.2022;Sönke Rocho;20359;TSCNET Services GmbH;TSCNET Services GmbH;Dingolfinger Strasse 3;81673;München;;;;
Planegg;31447;LS27129;ja;12.01.2022;Sönke Rocho;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;31448;LS27130;ja;13.01.2022;Christian Irrgang;20362;Emons Spedition GmbH;Emons Spedition GmbH;Lindberghstr. 6;85399;Hallbergmoos;;;;
Planegg;31449;LS27132;ja;13.01.2022;Christian Irrgang;21680;Kaffeenobs;KaffeeNobs;Eugen-Papst-Str. 4;82110;Germering;;;;
Koch Rostock;31450;LS27133;ja;18.01.2022;Petra Gräf;22409;TQ TherapeutiQum;TQ TherapeutiQum;Rostocker Str. 25 A;18190;Sanitz;;;;
Planegg;;LS27134;ja;13.01.2022;Josefine Mättig;22408;Steffen Schönfeld;Steffen Schönfeld;Huweg 6;25494;Borstel-Hohenraden;;;;
Berlin Wein König;31452;LS27135;ja;27.01.2022;Petra Gräf;22410;Ostkreuz City gGmbH;Ostkreuz City gGmbH;Revaler Str. 28;10245;Berlin;;;;
Planegg;;LS27136;ja;13.01.2022;Josefine Mättig;20664;Getränkeautomat B. Jakob;Voestalpine TTG GmbH;Alte Wetzlarer Str. 55;35510;Butzbach;;;;
Planegg;31454;LS27137;ja;13.01.2022;Josefine Mättig;21949;C7 GmbH;C7 GmbH;Königinstr. 9 -11 / 1.Stock;80539;München;;;;
Strecke;;LS27138;ja;17.02.2022;Petra Gräf;22411;Ahmed Khattap;Ahmed Khattab;Andrew-Jackson-Straße 120;68309;Mannheim;;;;
Emons;31457;LS27139;ja;17.01.2022;Christian Irrgang;20464;DS-SERVICE Industrievertr;DS-Service Verpackungsprodukte;Zeppelinstraße 9;72355;Schömberg;;;;
Planegg;31312;LS27140;ja;14.01.2022;Petra Gräf;22378;SKI GmbH;SKI GmbH + Co.KG;Lessingstraße 9;80336;München;;;;
Planegg;31458;LS27141;ja;13.01.2022;Rene Kühn;20603;Labea Hajrullahi;Labea Hajrullahi;Josef-Frankl-Str. 5;80995;München;;;;
Strecke;31459;LS27142;ja;13.01.2022;Josefine Mättig;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
VST Schörling;31460;LS27143;ja;01.02.2022;Petra Gräf;22412;ASM Logistics GmbH;ASM Logistics GmbH;Galileostr. 2;82131;Gauting;;;;
Planegg;31461;LS27144;ja;13.01.2022;Josefine Mättig;10028;Jakob Wassertechnik GmbH;Liebherr Ettlingen GmbH;Hertzstr. 9-15;76275;Ettlingen;;;;
Planegg;31462;LS27145;ja;13.01.2022;Josefine Mättig;21843;Schön Klinik Bad Staffelstein;Schön Klinik Bad Staffelstein SE & Co. KG;Am Kurpark 11;96231;Bad Staffelstein;;;;
Planegg;;LS27146;ja;13.01.2022;Josefine Mättig;22315;NatureOn;SysPAC IT Solutions GmbH;Auf der Appeling 6;35043;Marburg;;;;
Avaless Berlin;31159;LS26856_;ja;17.12.2021;Rene Kühn;21991;RT DE Productions GmbH;Fernsehwerft;Stralauer Allee 7;10245;Berlin;;;;
Planegg;31464;LS27148;ja;13.01.2022;Josefine Mättig;22302;Landgericht Hamburg;Landgericht Hamburg;Sievekingplatz 1;20355;Hamburg;;;;
Planegg;31465;LS27149;ja;13.01.2022;Christian Irrgang;10034;ewatec;ewatec e.K.;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;31466;LS27150;ja;02.02.2022;Christian Irrgang;20759;Getränke Wagner Vending G;Getränke Wagner Vending GmbH;Weinstraße 31;4664;Laakirchen;;;;
Planegg;31467;LS27151;ja;02.02.2022;Christian Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;31468;LS27152;ja;13.01.2022;Christian Irrgang;21680;Kaffeenobs;KaffeeNobs;Eugen-Papst-Str. 4;82110;Germering;;;;
Strecke;31469;LS27154;ja;30.08.2022;Petra Gräf;22352;CISPA - Helmholtz-Zentrum;CISPA - Helmholtz-Zentrum;Kaiserstr. 21;66386;St.Ingbert;;;;
Planegg;31471;LS27155;ja;14.01.2022;Josefine Mättig;20489;AXA Generalvertretung Ral;AXA Generalvertretung Ralf Kronast e. K.;Lochhamer Str. 2 A;82152;Planegg;;;;
Planegg;;LS27156;ja;14.01.2022;Christian Irrgang;20561;Aquatec;Gänshirt-Aufmbruch GbR;Dickhausweg 20;40472;Düsseldorf;;;;
Planegg;31473;LS27157;ja;14.01.2022;Josefine Mättig;21769;WKV;WKV Kunststoffverarbeitung GmbH;Dieselstraße 3;86558;Hohenwart;;;;
Strecke;30728;.LS26700;ja;15.02.2022;Petra Gräf;22344;Ministerium Kinder; Familie Dü;Ministerium für Kinder; Familie;;Völklinger Str. 4;40219;Düsseldorf;
Strecke;31470;LS27159;ja;14.01.2022;Christian Irrgang;10009;Support & Services Wolf G;Support & Services Wolf GmbH & Co KG;Kugelbreite 22;33154;Salzkotten;;;;
Avaless Hasbergen;31474;LS27160;ja;09.02.2022;Josefine Mättig;22266;Primark Bremen Wisag;Primark Bremen;AG-Weser-Straße 3;28237;Bremen;;;;
Planegg;30803;LS27161;ja;28.01.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31475;LS27162;ja;14.01.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;;LS27163;ja;14.01.2022;Josefine Mättig;20218;WW Wohnwagon GmbH;WW Wohnwagon GmbH;Vorderbruck 21a;2770;Gutenstein;;;;
Kyffhäuser;31477;LS27164;ja;14.01.2022;Petra Gräf;20733;Getränkeautomaten Claus;Getränke- und Warenautomaten;Georgstr. 43;9212;Limbach-Oberfrohna;;;;
Planegg;;LS27165;ja;14.01.2022;Christian Irrgang;20826;Asam Betriebs -2;Asam Betriebs GmbH;Altenzeller Weg 23;92339;Beilngries;;;;
Planegg;30784;.LS26758;ja;27.01.2022;Petra Gräf;20826;Asam Betriebs -2;Asam Betriebs GmbH;Altenzeller Weg 23;92339;Beilngries;;;;
Planegg;31484;LS27167;ja;20.01.2022;Petra Gräf;22413;Wendum;Gabriel von Seidl Gymnasium;Hindenburgstr. 26  / EG;83646;Bad Tölz;;;;
Planegg;31489;LS27168;ja;08.03.2022;Petra Gräf;22414;Vinzenz-von-Paul-Schule;Vinzenz-von-Paul-Schule;Elisabethenweg 1;88477;Schwendi;;;;
Planegg;29006;.LS25879;ja;06.04.2022;Petra Gräf;22215;NaturFreunde Landesverband Bay;NaturFreunde Kletterhalle Dachau;Wettersteinring 14;85221;Dachau;;;;
Planegg;30688;LS27171;ja;24.03.2022;Petra Gräf;22334;Concept-Real;Concept-Real Hausverwaltungs GmbH;Oberanger 30;80331;München;;;;
Planegg;31546;LS27173;ja;17.01.2022;Christian Irrgang;20248;WasserfilterZentrum Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Bahnhofstr. 8;34286;Spangenberg;;;;
Planegg;31547;LS27174;ja;17.01.2022;Sönke Rocho;21441;AMS;AMS Technologies AG;Fraunhoferstraße 22;82152;Planegg;;;;
Planegg;31548;LS27175;ja;17.01.2022;Rene Kühn;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
Planegg;31549;LS27176;ja;17.01.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31550;LS27177;ja;17.01.2022;Josefine Mättig;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31551;LS27178;ja;17.01.2022;Josefine Mättig;22417;Christian Frischauf;Christian Frischauf;Weinberggasse 1b;7032;Sigleß;;;;
Planegg;31553;LS27179;ja;17.01.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31556;LS27180;ja;01.03.2022;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;31584;LS27182;ja;17.01.2022;Christian Irrgang;21442;Apotheke zum Weissen Kreuz;Apotheke zum Weissen Kreuz;Hernalser Hauptstraße 99;1170;Wien;;;;
Emons;31601;LS27183;ja;18.01.2022;Christian Irrgang;20540;Aqua Olymp e.K.;Aqua Olymp e.K.;Ladestrasse 1-3;53757;Sankt Augustin;;;;
Planegg;;LS27184;ja;17.01.2022;Christian Irrgang;21777;Schankanlagen Mittermeier;Rehafachzentrum Bad Füssing - Passau;Waldstr. 12;94072;Bad Füssing;;;;
Planegg;;LS27185;ja;18.01.2022;Petra Gräf;22065;Gymnasium Feldmoching;Gymnasium München Feldmoching;Georg-Zech-Allee 16;80995;Feldmoching;;;;
Avaless Hasbergen;31607;LS27186;ja;01.03.2022;Petra Gräf;22298;H&S Solutions;H&S Solutions - Design & Analytics - GmbH;Gertigstraße 48;22303;Hamburg;;;;
Planegg;31620;LS27187;ja;18.01.2022;Josefine Mättig;22315;NatureOn;SysPAC IT Solutions GmbH;Auf der Appeling 6;35043;Marburg;;;;
Emons;31621;LS27188;ja;18.01.2022;Christian Irrgang;20587;Getränke-Service Neumann;Getränke-Service Neumann;Batzenbergstraße 5;79238;Ehrenkirchen;;;;
Avaless Berlin;31626;LS27189;ja;04.03.2022;Josefine Mättig;21991;RT DE Productions GmbH;Fernsehwerft;Stralauer Allee 7;10245;Berlin;;;;
Planegg;31641;LS27190;ja;18.01.2022;Josefine Mättig;20315;Peter Goetz GmbH;Peter Goetz GmbH;Grünaustraße 5;30455;Hannover;;;;
Planegg;31452;LS27191;ja;18.01.2022;Petra Gräf;22410;Ostkreuz City gGmbH;Ostkreuz City gGmbH;Revaler Str. 28;10245;Berlin;;;;
Avaless Hasbergen;31648;LS27193;ja;20.01.2022;Christian Irrgang;21204;MB Well Service;MB Well Services GmbH;Hohejohlster Straße;26446;Etzel/Friedeburg;;;;
Planegg;31447;LS27194;ja;18.01.2022;Petra Gräf;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
STK Service;31649;LS27195;ja;24.01.2022;Josefine Mättig;21561;GfPS;GfPS mbH;Talbotstraße 21;52062;Aachen;;;;
Planegg;31650;LS27196;ja;18.01.2022;Sönke Rocho;21539;Maas & Kollegen;Maas & Kollegen;Forstenrieder Allee 72;81476;München;;;;
Planegg;31653;LS27197;ja;18.01.2022;Sönke Rocho;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;;LS27198;ja;20.01.2022;Petra Gräf;20821;spaceopal GmbH;spaceopal GmbH;Arnulfstraße 58;80335;München;;;;
Emons;;LS27199;ja;18.01.2022;Christian Irrgang;10160;AVALESS;AVALESS GmbH;Hansastr. 24;49205;Hasbergen;;;;
Emons;;LS27200;ja;18.01.2022;Christian Irrgang;10160;AVALESS;AVALESS GmbH;Wolfener Straße 32-34;12681;Berlin;;;;
Planegg;31659;LS27201;ja;18.01.2022;Christian Irrgang;20561;Aquatec;Erkul Schankanlagen;Sonnhalde 1/1;79312;Emmendingen;;;;
Emons;31660;LS27202;ja;18.01.2022;Christian Irrgang;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
Berlin Wein König;;LS27203;ja;06.01.2022;Petra Gräf;21352;Setting;Setting HQ UG (haftungsbeschränkt);Prinzessinnenstr. 8-14;10969;Berlin;;;;
Berlin Wein König;31339;.LS26952;ja;10.01.2022;Petra Gräf;21352;Setting;Setting HQ UG (haftungsbeschränkt);Rosenthaler Str. 36;10178;Berlin;;;;
Büro Planegg;31665;LS27205;ja;19.01.2022;Sönke Rocho;20128;Avendi GmbH;Avendi GmbH;Alpspitzstraße 4;82131;Stockdorf;;;;
Planegg;;LS27206;ja;19.01.2022;Sönke Rocho;20128;Avendi GmbH;Avendi GmbH;Alpspitzstraße 4;82131;Stockdorf;;;;
Planegg;;LS27207;ja;19.01.2022;Sönke Rocho;20128;Avendi GmbH;Avendi GmbH;Alpspitzstraße 4;82131;Stockdorf;;;;
Planegg;31549;LS27209;ja;01.03.2022;Petra Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Emons;31670;LS27210;ja;19.01.2022;Christian Irrgang;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Planegg;31668;LS27211;ja;24.01.2022;Josefine Mättig;22418;Jan Heiko Lenz;Jan Heiko Lenz;Schuppertsgasse 16;35083;Wetter;;;;
Planegg;31673;LS27213;ja;19.01.2022;Josefine Mättig;22419;Christusgemeinde Cloppenburg;Andreas Polinski;Vogelbeerweg 28;49661;Cloppenburg;;;;
Planegg;31694;LS27212;ja;19.01.2022;Christian Irrgang;10160;AVALESS;AVALESS GmbH;Neufeld 10;85232;Bergkirchen OT Günding;;;;
Planegg;31311;LS27214;ja;25.01.2022;Petra Gräf;22377;Hotel-Gasthof Schützenhaus;Hotel-Gasthof Schützenhaus;Talhofstraße 22;82205;Gilching;;;;
Planegg;;LS27215;ja;20.01.2022;Petra Gräf;21294;IPTE Platzgummer GmbH;IPTE Platzgummer GmbH;Siemensstraße 8;85221;Dachau;;;;
Emons;31748;LS27216;ja;15.02.2022;Christian Irrgang;20577;Schankanlagenfachbetrieb Karow;Schankanlagenfachbetrieb;Dr.-Heinrich-Jasper-Str. 31;38667;Bad Harzburg;;;;
Planegg;31757;LS27218;ja;19.01.2022;Christian Irrgang;20577;Schankanlagenfachbetrieb Karow;Schankanlagenfachbetrieb;Dr.-Heinrich-Jasper-Str. 31;38667;Bad Harzburg;;;;
Strecke;31759;LS27219;ja;19.01.2022;Josefine Mättig;22320;Die Kaffeemeister GmbH;Die Kaffeemeister GmbH & Co. KG;Soennecken Platz;51491;Overath;;;;
Planegg;31763;LS27220;ja;20.01.2022;Sönke Rocho;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Dolphin; Bonstetten;;LS27222;ja;19.01.2022;Rene Kühn;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;
Planegg;31768;LS27223;ja;25.01.2022;Christian Irrgang;21747;natürlich H2O;natürlich H2O;Breite Straße 8a;16727;Oberkrämer;;;;
Planegg;31821;LS27224;ja;14.02.2022;Christian Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Dolphin; Bonstetten;;LS27225;ja;04.01.2022;Rene Kühn;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;
Planegg;;LS27227;ja;20.01.2022;Petra Gräf;22161;Space 44;SPACE 44 GmbH;Paradiesstraße 9;80538;München;;;;
Dolphin; Bonstetten;;LS27228;ja;19.01.2022;Rene Kühn;20785;K+E Getränke City GmbH;K+E Getränke City GmbH;Am Bild 51;97941;Tauberbischofsheim;;;
Planegg;31828;LS27229;ja;20.01.2022;Christian Irrgang;21353;Dallmeier;Dallmeier Systems GmbH;Karl-Hammerschmidt-Str. 38;85609;München;;;;
Planegg;29584;LS27230;ja;21.01.2022;Petra Gräf;22267;JustWatch;JustWatch GmbH;Auenstraße 5;80469;München;;;;
Planegg;31835;LS27231;ja;20.01.2022;Florian Gräf;20836;Asam Betriebs -1;Asam Betriebs GmbH;Bayerwaldstr. 15;94377;Steinach;;;;
Planegg;31396;LS27232;ja;20.01.2022;Josefine Mättig;21902;Schaffer schenkt schöner;"Lager ""Tut gut""! Gesundheitsvorsorge GmbH";Dr. Wilhelm Steingötter Straße 13;3100;St. Pölten;;;;
Röser;31396;LS27233;ja;02.02.2022;Josefine Mättig;21902;Schaffer schenkt schöner;"Lager ""Tut gut""! Gesundheitsvorsorge GmbH";Dr. Wilhelm Steingötter Straße 13;3100;St. Pölten;;;;
Planegg;31836;LS27234;ja;20.01.2022;Josefine Mättig;21221;aqua-global;aqua-global GmbH;Ludwig-Erhard-Str. 19;33397;Rietberg;;;;
Planegg;31837;LS27235;ja;24.01.2022;Florian Gräf;10081;PSL GmbH;PSL GmbH;Mastenweg 1;37619;Hehlen;;;;
Planegg;;LS27237;ja;20.01.2022;Petra Gräf;21993;Scanlab;Scanlab GmbH;Siemensstraße 2 A;82178;Puchheim;;;;
STK Service;31850;LS27238;ja;31.01.2022;Florian Gräf;10081;PSL GmbH;PSL GmbH;Mastenweg 1;37619;Hehlen;;;;
Planegg;;LS27239;ja;20.01.2022;Josefine Mättig;22420;Eric Dimter;Eric Dimter;Ringstr. 31;56472;Lautzenbrücken;;;;
Planegg;31884;LS27240;ja;20.01.2022;Josefine Mättig;22421;Bulthaup GMBH &Co KG;Bulthaup GMBH &Co KG;Werkstraße 6;84155;Bodenkirchen;;;;
Planegg;;LS27241;ja;20.01.2022;Josefine Mättig;20849;TTI; Inc.;TTI; Inc.;Junkerstraße 1;82178;Puchheim;;
Planegg;31973;LS27242;ja;20.01.2022;Josefine Mättig;22157;Jacobs Automobile Bergheim;Jacobs Automobile Bergheim GmbH;Lechenicher Straße 30 - 38;50126;Bergheim;;;;
Planegg;31978;LS27244;ja;26.01.2022;Florian Gräf;21470;Pentair;Starbucks;Hohenzollernring 70;50672;Köln;;;;
Planegg;;LS27245;ja;20.01.2022;Josefine Mättig;21760;Baywa München;BayWa AG;Stahlgruberring 8;  2.OG;81829;München;;;
STK Service;31980;LS27246;ja;20.01.2022;Petra Gräf;22422;Kutsch Hans;Hans Kutsch;Ondrup 16;59348;Lüdinghausen;;;;
Planegg;31987;LS27247;ja;21.01.2022;Florian Gräf;20639;Franz Schmitt GmbH & Co.;Franz Schmitt GmbH & Co. KG;Schäftlarnstraße 10;81371;München;;;;
Planegg;31998;LS27248;ja;26.01.2022;Josefine Mättig;22315;NatureOn;SysPAC IT Solutions GmbH;Auf der Appeling 6;35043;Marburg;;;;
Planegg;;LS27249;ja;21.01.2022;Christian Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Planegg;31281;LS27250;ja;21.01.2022;Florian Gräf;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
Planegg;32015;LS27251;ja;21.01.2022;Josefine Mättig;21771;Josefine Mättig;Josefine Mättig;Emil-Sollinger-Weg 10;82178;Puchheim;;;;
Planegg;32018;LS27252;ja;21.01.2022;Florian Gräf;10040;Overbergschule Fröndenber;Overbergschule Fröndenberg;Overbergstraße 18;58730;Fröndenberg;;;;
Planegg;;LS27253;ja;21.01.2022;Josefine Mättig;10009;Support & Services Wolf G;Support & Services Wolf GmbH & Co KG;Kugelbreite 22;33154;Salzkotten;;;;
Planegg;32022;LS27255;ja;24.01.2022;Florian Gräf;20577;Schankanlagenfachbetrieb Karow;Schankanlagenfachbetrieb;Dr.-Heinrich-Jasper-Str. 31;38667;Bad Harzburg;;;;
VST Schörling;32023;LS27256;ja;25.01.2022;Petra Gräf;22423;Agentur für Arbeit Landshut;Bundesagentur für Arbeit;Leinfelderstr. 6;84034;Landshut;;;;
VST Schörling;;LS27257;ja;25.01.2022;Petra Gräf;22423;Agentur für Arbeit Landshut;Bundesagentur für Arbeit;Leinfelderstr. 6;84034;Landshut;;;;
Planegg;;LS27258;ja;21.01.2022;Josefine Mättig;20120;Schmid Alarm GmbH;Schmid Alarm GmbH;Gautinger Str. 9;82131;Stockdorf;;;;
