Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
Planegg;119071;LS78404;ja;02.04.2026;Estaline Philander;23348;GfA A.d.ö.R. Abfallwirtschaft;GfA A.d.ö.R.;Josef-Kistler-Weg 22;82140;Olching;;;;
Planegg;118743;LS78405;ja;07.04.2026;Florian Gräf;23113;Groz Beckert;Groz-Beckert KG;Theodor-Groz-Strasse 56;72458;Albstadt;;;;
Berlin Wein König;119073;LS78406;nein;02.04.2026;Estaline Philander;21144;Knotel;Knotel Berlin I GmbH;Nürnberger Str. 8,  3.OG;10787;Berlin;;;;
Planegg;119075;LS78407;ja;07.04.2026;Estaline Philander;27087;Franka Robotics;Franka Robotics GmbH;Koppstr. 12;81379;München;;;;
Planegg;119076;LS78408;ja;02.04.2026;Max Sanktjohanser;27401;Carissa Marx;Carissa Marx;Frankenstr. 10;66424;Homburg;;;;
Planegg;119077;LS78409;ja;07.04.2026;Estaline Philander;23232;BIVANO (Böhmer);BIVANO GmbH;Marie-Bernays-Ring 39;41199;Mönchengladbach;;;;
Gleisner;119078;LS78410;ja;10.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;119079;LS78411;ja;02.04.2026;Max Sanktjohanser;27289;Red Bull;Red Bull MOBILE;Am Grünen Prater 3;1020;Wien;;;;
Planegg;119080;LS78412;ja;08.04.2026;Estaline Philander;22467;Agentur für Arbeit Rosenheim;Agentur für Arbeit Rosenheim;Wittelsbacher Str. 57;83022;Rosenheim;;;;
Planegg;;LS78413;ja;02.04.2026;Petra Gräf;27402;Adtran Networks SE;Adtran Networks SE;Fraunhoferstr 9a;82152;Planegg;;;;
Planegg;119084;LS78415;ja;08.04.2026;Estaline Philander;22522;Arcus Elektrotechnik;Arcus Elektrotechnik Alois Schiffmann GmbH;Truderinger Str. 199;81673;München;;;;
Planegg;119085;LS78416;ja;08.04.2026;Estaline Philander;20657;HEV Heimwerkermarkt GmbH;HEV Heimwerkermarkt GmbH & Co. KG;Gertrude-Blanch-Str. 2 / Rückgeb.;82110;Germering;;;;
Planegg;119086;LS78417;ja;02.04.2026;Max Sanktjohanser;27403;Kai Jansen;Kai Jansen;Künstlerkolonie 20;75181;Pforzheim;;;;
AQUATRADE Bram;119087;LS78419;ja;10.04.2026;Estaline Philander;24434;P.E.R.;P.E.R. Agency GmbH;Ludwig-Erhard-Str. 37;20459;Hamburg;;;;
aboutwater Frankfurt;119089;LS78420;ja;02.04.2026;Estaline Philander;27096;LSU Schäberle;LSU Schäberle;Motorstraße 9;70499;Stuttgart;;;;
natürlich H2O;119090;LS78421;nein;02.04.2026;Estaline Philander;25004;Zentrum für Pränataldiagnostik;Zentrum für Pränataldiagnostik und;Kurfürstendamm 199 / 2.OG;10719;Berlin;;;;
aboutwater Bünde;;LS78422;nein;02.04.2026;Florian Gräf;10081;PSL GmbH;PSL GmbH;Mastenweg 1;37619;Hehlen;;;;
AQUATRADE Glinde;119092;LS78423;ja;07.04.2026;Estaline Philander;26689;Falck Rettungsdienst Werder;Rettungswache Flensburg West 2;Lilienthalstr. 21;24941;Flensburg;;;;
AQUATRADE Bram;;LS78424;nein;07.04.2026;Florian Gräf;21204;MB Well Service;MB Well Services GmbH;Nähe Heinser Dorfstraße;27308;Kirchlinteln;;;;
Planegg;;LS619708;ja;08.04.2026;Estaline Philander;20234;Bühler-Catering;Stadtwerke München HKW Süd;Schäftlarnstraße 15 / Tor 3;81731;München;;;;
Planegg;119095;LS78426;ja;07.04.2026;Max Sanktjohanser;27405;Winterberg Media+Print.;Winterberg Media+Print.;Promenade 20;06667;Weißenfels;;;;
Deutscher;119095;LS78427;ja;07.04.2026;Max Sanktjohanser;27405;Winterberg Media+Print.;Winterberg Media+Print.;Promenade 20;06667;Weißenfels;;;;
Planegg;119096;LS78428;ja;07.04.2026;Josefine Mättig;26977;Trinkflaschenexpress;Mülheimer Verband FEG gGmbH;Trooststr. 8;45468;Mülheim;;;;
VST Schörling;;LS78429;nein;07.04.2026;Estaline Philander;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;119100;LS78430;ja;07.04.2026;Josefine Mättig;23160;Esmeyer GmbH & Co. KG;Esmeyer GmbH & Co. KG;Bessemer Strasse 3-5;40699;Erkrath;;;;
aboutwater Frankfurt;119098;LS78431;ja;09.04.2026;Carmen Berger;25048;HCC (1) Hessische Zentrale;Hessische Zentrale für Datenverarbeitung;Auguste-Viktoria-Str. 18;65185;Wiesbaden;;;;
STK Service;119102;LS78432;nein;07.04.2026;Estaline Philander;21955;Junghans Wollversand;Junghans Wollversand GmbH & Co.KG;Auf der Hüls 205;52068;Aachen;;;;
Planegg;119103;LS78433;ja;07.04.2026;Florian Gräf;21129;café+co DELIKOMAT Sp. z o.o.;café+co DELIKOMAT Sp. z o.o.;Al. Generala Andersa 588;43300;Bielsko-Biala;;;;
Planegg;119105;LS78434;ja;09.04.2026;Estaline Philander;62557;dm 2557 Langweid;dm Filiale 2557;Am Lehenauweg 2c;86462;Langweid;;;;
Emons;119104;LS78435;nein;10.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
CJM;119106;LS78436;nein;07.04.2026;Estaline Philander;26689;Falck Rettungsdienst Werder;Falck Rettungsdienst Nord GmbH;Otto-Lilienthal-Str. 6;14542;Werder (Havel);;;;
AQUATRADE Glinde;119107;LS78437;ja;10.04.2026;Estaline Philander;26046;MOIA (2);MOIA - Driver Lounge;Süderstraße 185;20537;Hamburg;;;;
aboutwater Frankfurt;119108;LS78438;ja;07.04.2026;Carmen Berger;26578;Voltaris;VOLTARIS GmbH;Voltastraße 3;67133;Maxdorf;;;;
Planegg;119109;LS78439;ja;13.04.2026;Estaline Philander;21625;Emons logistik;Emons Logistik GmbH;Am Gfild 5;85375;Neufahrn;;;;
Planegg;119110;LS78440;ja;13.04.2026;Estaline Philander;23895;Emons Logistik Hallbergmoos;Emons Logistik GmbH;Lindberghstraße 5;85399;Hallbergmoos;;;;
Planegg;119111;LS78441;nein;07.04.2026;Estaline Philander;24721;Leibniz Rechenzentrum;Leibniz Rechenzentrum;Boltzmannstr. 1;85748;Garching;;;;
Planegg;119112;LS78442;ja;08.04.2026;Estaline Philander;26523;Deutsche Post Freising;Deutsche Post AG;Porschestr. 2;85080;Gaimersheim;;;;
Planegg;119113;LS78443;ja;08.04.2026;Estaline Philander;26523;Deutsche Post Freising;Deutsche Post AG;Weberstr. 6;85077;Manching;;;;
Planegg;119115;LS78444;ja;08.04.2026;Estaline Philander;26523;Deutsche Post Freising;Deutsche Post AG;Siemensstr. 4;85055;Ingolstadt;;;;
Emons;119116;LS78445;ja;07.04.2026;Florian Gräf;20759;Getränke Wagner Vending G;Getränke Wagner Vending GmbH;Weinstraße 31;4664;Laakirchen;;;;
aboutwater Frankfurt;;LS78446;ja;07.04.2026;Carmen Berger;21621;Magnum;Magnum water coffee snack;Wirtswiese 1;57223;Kreuztal;;;;
Planegg;119119;LS78448;ja;08.04.2026;Estaline Philander;26523;Deutsche Post Freising;Deutsche Post AG;Am Dörrenhof 9a;85131;Eichstätt - Pollenfeld;;;;
aboutwater Frankfurt;119120;LS78449;ja;08.04.2026;Carmen Berger;26389;Heli Forschungs u. Entwicklung;Heli Forschungs- und Entwicklungszentrum;Grüner Weg 14 3.OG;61169;Friedberg;;;;
aboutwater Frankfurt;119121;LS78450;nein;07.04.2026;Carmen Berger;24722;Primark Frankfurt Wisag Hessen;Primark Store 809;Zeil 94;60313;Frankfurt;;;;
aboutwater Frankfurt;119122;LS78451;ja;07.04.2026;Carmen Berger;24614;RMS Rhein-Main-Verkehrsverbund;Rhein-Main-Verkehrsverbund;Poststraße 2-4;60329;Frankfurt;;;;
Planegg;119123;LS78452;ja;07.04.2026;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
STK Service;119124;LS78453;nein;07.04.2026;Estaline Philander;21237;Berufstrainingszentrum BTZ;Berufstrainingszentrum Rhein-Ruhr gGmbH;Bebelstr. 56  / Tel. 0208 409400-59;46049;Oberhausen;;;;
Planegg;119127;LS78455;ja;08.04.2026;Estaline Philander;20774;M. Asam / Asambeauty;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;;LS78456;ja;07.04.2026;Christian Irrgang;20148;KPIT Technologies GmbH;KPIT Technologies GmbH;Frankfurter Ring 105b;80807;München;;;;
Berlin Wein König;119129;LS78457;nein;08.04.2026;Petra Gräf;26379;Naree Puna Phumphakdi;Puna  Phumphakdi;Richterstr. 48;12105;Berlin;;;;
Emons;111992;LS78458;nein;13.04.2026;Florian Gräf;10034;ewatec;ewatec e.K.;Am Angelehof 12;88316;Isny;;;;
Bastian;;LS78459;nein;08.04.2026;Carmen Berger;21688;Vedder;Vedder GmbH;Wallersdorfer Straße 17;94522;Wallersdorf;;;;
Planegg;119130;LS78460;ja;08.04.2026;Max Sanktjohanser;25569;AVANTGARDE S.R.L.;AVANTGARDE S.R.L.;Via Mazzini 7;24021;Albino;;;;
Planegg;119133;LS78461;ja;09.04.2026;Estaline Philander;26924;Natalie Wagner;Natalie Wagner;Bessere Zukunft 6a;82166;Gräfelfing;;;;
Planegg;119074;LS78462;ja;08.04.2026;Josefine Mättig;21517;ASO;ASO VENDING s.r.o.;Juzny Pramen;949 01;Nitra;;;;
Planegg;119134;LS78463;ja;08.04.2026;Max Sanktjohanser;27241;Christopherus Gemeinschaft;Christophorus-Gemeinschaft e. V.;Eisenbahnstraße 1;79379;Müllheim;;;;
Gänshirt-Aufmbruch;119135;LS78464;ja;13.04.2026;Estaline Philander;25967;Wasserverband Eifel-Rur;Wasserverband Eifel-Rur;Eisenbahnstraße 5;52353;Düren;;;;
Planegg;119136;LS78465;ja;08.04.2026;Florian Gräf;23113;Groz Beckert;Groz-Beckert KG;Theodor-Groz-Strasse 56;72458;Albstadt;;;;
Planegg;119138;LS78466;ja;08.04.2026;Josefine Mättig;22124;LGL Haushaltwaren GmbH;LGL Haushaltswaren GmbH;Helferner Weg 14b;49214;Bad Rothenfelde;;;;
aboutwater Frankfurt;119140;LS78467;ja;09.04.2026;Carmen Berger;27407;DRK-Kreisverband Neunkirchen;DRK-Kreisverband Neunkirchen e.V.;Dr. Maximilian-Rech-Str. 3;66564;Ottweiler;;;;
Planegg;119137;LS78468;ja;08.04.2026;Petra Gräf;21431;GIMV;Gimv Germany Holding GmbH;Karlstraße 12;80333;München;;;;
Planegg;119139;LS78469;ja;08.04.2026;Estaline Philander;24243;1.1Neujahr GmbH;1.1Neujahr GmbH Pulverbeschichtung;Stadelbachstr. 4b (Kraftwerk PKG);82380;Peißenberg;;;;
Kyffhäuser;119141;LS78470;nein;08.04.2026;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Wellerswalder Weg 22;04758;Oschatz;;;;
Kyffhäuser;119142;LS78471;nein;08.04.2026;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Parkstr. 1;04758;Oschatz;;;;
Kyffhäuser;;LS78472;nein;08.04.2026;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;KH Hubertusburg;04779;Wermsdorf;;;;
Kyffhäuser;;LS78473;nein;08.04.2026;Estaline Philander;23344;Falck Krankentransport;Falck Notfallrettung u.Krankentransp.GmbH;Alte Lindenstraße 5;04774;Dahlen OT Schmannewitz;;;;
aboutwater Frankfurt;;LS78474;ja;08.04.2026;Estaline Philander;23338;Le Gastro;Deutsche Post AG;Flughafen Gebäude 190;60549;Frankfurt;;;;
Emons;;LS78475;ja;08.04.2026;Florian Gräf;24324;Frenzel Gastroserv/vorm.Glaser;Frenzel Gastroservice & Schanktechnik;Hirschstr.42-44;76133;Karlsruhe;;;;
Planegg;119146;LS78476;ja;08.04.2026;Florian Gräf;20847;Schöttle Getränke-Service;Schöttle Getränke-Service GbR;Nagolder Str. 16;72221;Haiterbach;;;;
Planegg;119148;LS78477;ja;13.04.2026;Estaline Philander;24718;Auto Kölbl GmbH;Auto Kölbl GmbH;Michael-Kölbl-Str. 1 - 3;85716;Unterschleißheim;;;;
Planegg;;LS78478;ja;07.04.2026;Petra Gräf;20772;Crystal Water;Crystal Water;Finkenstrasse 11a;85635;Höhenkirchen;;;;
Magnum Kuhnhenne;119126;LS78479;nein;08.04.2026;Estaline Philander;25250;Falck Ruppichteroth Much;Falck Notfallrettung und Kranken-;St. Florian Str. 8;53809;Ruppichteroth;;;;
Planegg;119150;LS78480;nein;08.04.2026;Estaline Philander;24776;Max-Planck-Förderstiftung;Max-Planck-Förderstiftung;Aldringenstr. 4;80639;München;;;;
Kyffhäuser;119006;LS78343.;ja;03.04.2026;Petra Gräf;26162;Falck Dorfchemnitz;Falck Notfallrettung u.Katastrophenschutz;An den Gütern 5;08297;Dorfchemnitz;;;;
Planegg;119152;LS78482;ja;08.04.2026;Florian Gräf;20413;Lowescher;Lowescher Automaten Catering;Benzstraße 8;48599;Gronau;;;;
Planegg;119151;LS78483;ja;09.04.2026;Estaline Philander;25317;Mynaric;Mynaric Lasercom GmbH;Bertha-Kipfmüller-Straße 2-8;81249;München;;;;
Planegg;119153;LS78484;ja;08.04.2026;Max Sanktjohanser;27373;TuS Kirchberg;TuS Kirchberg 1909 e.V.;Konrad-Adenauer-Str. 19;55481;Kirchberg;;;;
VST Plep;119156;LS78485;nein;08.04.2026;Florian Gräf;26213;Stadt Frankfurt am Main;Stadt Frankfurt am Main -Der Magistrat-;Solmsstraße 27-37;60486;Frankfurt am Main;;;;
Planegg;119155;LS78486;ja;08.04.2026;Max Sanktjohanser;27409;TTS;Theatertechnische Systeme GmbH;Siemensstr. 18;28857;Syke;;;;
Deutscher;119155;LS78487;ja;08.04.2026;Max Sanktjohanser;27409;TTS;Theatertechnische Systeme GmbH;Siemensstr. 18;28857;Syke;;;;
aboutwater Frankfurt;119154;LS78488;ja;10.04.2026;Carmen Berger;21477;Trinkwassertechnik Brengartner;Bioassay Labor für biologische Analytik GmbH;Im Neuenheimer Feld 515;69120;Heidelberg;;;;
Emons;117363;LS78490;nein;08.04.2026;Carmen Berger;26170;Alles Gastro;Alles Gastro GmbH;Seestraße 39;63075;Offenbach;;;;
Planegg;119139;LS78491;ja;08.04.2026;Petra Gräf;24243;1.1Neujahr GmbH;1.1Neujahr GmbH Pulverbeschichtung;Stadelbachstr. 4b (Kraftwerk PKG);82380;Peißenberg;;;;
Planegg;119158;LS78492;ja;08.04.2026;Josefine Mättig;10009;Propie-Aqua vorm.Support Wolf;Propie-Aqua GmbH;Ziegelei-Töpker-Straße 6;33154;Salzkotten;;;;
Planegg;119160;LS78494;ja;08.04.2026;Florian Gräf;24989;Bartley;Messe-Design Standbuilding Bartley GmbH;Gewerbestraße 1;84427;St. Wolfgang;;;;
Planegg;119161;LS78495;ja;09.04.2026;Estaline Philander;62039;dm 2039 Westendorf;dm Filiale 2039;Am Oberfeld 3a;86707;Westendorf;;;;
Planegg;119162;LS78496;ja;08.04.2026;Josefine Mättig;27410;Kräuterhaus Sanct Bernhard KG;Kräuterhaus Sanct Bernhard KG;Helfensteinstr. 47;73342;Bad Ditzenbach;;;;
Planegg;117092;LS77495_CO²;ja;07.04.2026;Petra Gräf;25303;Bavarian International School;Bavarian International School gAG;Hauptstraße 1;85778;Haimhausen;;;;
Emons;119158;LS78498;ja;08.04.2026;Josefine Mättig;10009;Propie-Aqua vorm.Support Wolf;Propie-Aqua GmbH;Ziegelei-Töpker-Straße 6;33154;Salzkotten;;;;
Planegg;119163;LS78499;nein;09.04.2026;Josefine Mättig;27195;D.G. Handel & Dienstleistung;D.G. Handel & Dienstleistung;Alpenstrasse 8;87751;Heimertingen;;;;
Planegg;;LS78500;nein;08.04.2026;Florian Gräf;25902;MMA Erding;MMA Erding;Moosweg 10;85435;Erding;;;;
Planegg;119118;LS78501;nein;08.04.2026;Josefine Mättig;25492;Bandirali S.r.l.;Bandirali S.r.l.;Via Salomone 69;20138;Milano;;;;
Emons;119165;LS78502;nein;08.04.2026;Christian Irrgang;20785;K+E K&E Klötzl;K & E Getränke City GmbH;Am Bild 51;97941;Tauberbischofsheim;;;;
Planegg;119172;LS78503;ja;08.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;119166;LS78504;ja;08.04.2026;Josefine Mättig;24741;Sparkasse Mainfranken Würzburg;Sparkasse Mainfranken Würzburg;Hofstr. 9;97070;Würzburg;;;;
Planegg;118987;LS78332.;ja;01.04.2026;Petra Gräf;25952;Max-Planck-Institut;Max-Planck-Institut;Gießenbachstrasse 1;85748;Garching bei München;;;;
Planegg;118987;LS78506;ja;09.04.2026;Petra Gräf;25952;Max-Planck-Institut;Max-Planck-Institut;Gießenbachstrasse 1;85748;Garching bei München;;;;
STK Service;;LS78508;nein;13.04.2026;Petra Gräf;24231;Stadt Marl (1);Stadt Marl;Liegnitzer Str. 5;45768;Marl;;;;
Planegg;119167;LS78509;ja;08.04.2026;Max Sanktjohanser;21923;Amazon Deutschland W33 Trans.;Amazon Deutschland W33 Transport GmBh;Meesmannstr. 10;44807;Bochum;;;;
Planegg;;LS78512;ja;07.04.2026;Petra Gräf;22522;Arcus Elektrotechnik;Arcus Elektrotechnik Alois Schiffmann GmbH;Truderinger Str. 199;81673;München;;;;
Planegg;119170;LS78513;nein;08.04.2026;Estaline Philander;24368;Audi Eching;Audi München GmbH;Heisenbergstraße 4;85368;Eching;;;;
Büro Planegg;119170;LS78514;nein;13.04.2026;Petra Gräf;24368;Audi Eching;Audi München GmbH;Heisenbergstraße 4;85368;Eching;;;;
Berlin Wein König;119173;LS78515;nein;08.04.2026;Estaline Philander;22644;nd.Genossenschaft eG;nd.Genossenschaft eG;Franz-Mehring-Platz 1  / 2.OG;10243;Berlin;;;;
AQUATRADE Glinde;119174;LS78516;nein;14.04.2026;Petra Gräf;24898;Anschütz;Anschütz GmbH;Zeyestr. 16-24;24106;Kiel;;;;
Planegg;;LS78517;ja;13.04.2026;Petra Gräf;27353;Quantum-Frontline-Industries;Quantum-Frontline-Industries GmbH;Galileostr. 502 S;82131;Gauting;;;;
Gänshirt-Aufmbruch;119176;LS78518;nein;09.04.2026;Carmen Berger;25411;Die Autobahn Rheinland;Die Autobahn GmbH des Bundes;Willy-Brandt-Platz 2;47805;Krefeld;;;;
aboutwater Bünde;119177;LS78519;nein;09.04.2026;Petra Gräf;24768;Kreis Paderborn (2) Amt f.Bevö;Kreis Paderborn;Lindberghring 6;33142;Büren;;;;
aboutwater Bünde;119178;LS78520;nein;09.04.2026;Petra Gräf;24768;Kreis Paderborn (2) Amt f.Bevö;Kreis Paderborn;Flughafenstr. 34;33142;Büren;;;;
STK Service;;LS78521;nein;09.04.2026;Carmen Berger;23354;apt Extrusions;apt Extrusions GmbH & Co. KG;Edisonstr. 1;40789;Monheim am Rhein;;;;
Berlin Wein König;;LS78522;nein;09.04.2026;Petra Gräf;21352;Setting;Setting HQ GmbH;Chorinerstr. 72;10119;Berlin;;;;
aboutwater Frankfurt;119181;LS78523;ja;09.04.2026;Carmen Berger;25502;Winthrop Technologies;Winthrop Technologies GmbH;Assar-Gabrielsson-Strasse 18;63128;Frankfurt-Dietzenbach;;;;
Planegg;119182;LS78524;nein;09.04.2026;Carmen Berger;60757;dm D17D vorm.0757 Neusäss;dm Filiale 0757;Daimlerstraße 13-15;86356;Neusäß;;;;
Planegg;119184;LS78525;ja;09.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;119183;LS78527;ja;09.04.2026;Max Sanktjohanser;27414;Jerry Diamond;Jeremy Keith Diamond;Tassilostr. 6;85467;Neuching;;;;
Planegg;119188;LS78528;nein;09.04.2026;Carmen Berger;24429;Bürklin;Bürklin GmbH & Co. KG;Grünwalder Weg 30;82041;Oberhaching;;;;
Planegg;119191;LS78533;ja;09.04.2026;Josefine Mättig;24918;INES AMANN;INES AMANN;LAIBSTRASSE 9;78661;IRSLINGEN;;;;
Planegg;119192;LS78534;nein;09.04.2026;Max Sanktjohanser;22579;Teigwaren Riesa;Teigwaren Riesa GmbH;Merzdorfer Str. 21-25;01591;Riesa;;;;
Planegg;119194;LS78535;nein;09.04.2026;Carmen Berger;22000;Heine Optotechnik;HEINE Optotechnik GmbH & Co. KG;Dornierstraße 6;82205;Gilching;;;;
Planegg;119195;LS78536;nein;09.04.2026;Josefine Mättig;24084;Melecs EWS GmbH;Melecs EWS GmbH;GZO-Technologiestraße 1;7011;Siegendorf;;;;
Kyffhäuser;119197;LS78537;nein;09.04.2026;Florian Gräf;20668;Gastro Service Center e.K;RasenBallsport Leipzig GmbH;Arenablick 1;04177;Leipzig;;;;
Planegg;119198;LS78540;nein;09.04.2026;Petra Gräf;23348;GfA A.d.ö.R. Abfallwirtschaft;GfA A.d.ö.R.;Josef-Kistler-Weg 22;82140;Olching;;;;
VST Schörling;119199;LS78542;nein;09.04.2026;Carmen Berger;27072;Autohaus Stanglmair (5) GAP;Autohaus Stanglmair GmbH &  Co. Betr. KG;Hauptstr. 16;82467;Garmisch-Partenkirchen;;;;
Planegg;119172;LS78543;nein;09.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;119200;LS78544;ja;10.04.2026;Carmen Berger;20656;Arqum Gesellschaft für Ar;Arqum Gesellschaft für Arbeitssicherheits-, Q;Leonrodstraße 54;80636;München;;;;
Planegg;119202;LS78545;ja;10.04.2026;Rene Kühn;26490;Stadt Oldenburg, Fachdien;Stadt Oldenburg, Fachdienst Stadten;Industriestraße 1a;26121;Oldenburg;;;;
Planegg;119206;LS78547;nein;09.04.2026;Carmen Berger;24656;Die Radiologie;Die Radiologie;Prinzregentenplatz 13;81675;München;;;;
Planegg;119203;LS78548;ja;10.04.2026;Rene Kühn;23429;Rewo-Tech (1) KERNbau;Rewo-Tech Kernbau GmbH;Kraußstraße 7;4020;Linz;;;;
Planegg;119204;LS78549;ja;10.04.2026;Rene Kühn;27425;Eppstein FOILS GmbH;Eppstein FOILS GmbH;Burgstraße, 81-83;65817;Eppstein;;;;
Planegg;;LS78550;ja;09.04.2026;Petra Gräf;20695;Gusto Kaffee GmbH;MSD Tiergesundheit;Feldstraße 1A;85716;Unterschleißheim;;;;
Planegg;119210;LS78551;ja;10.04.2026;Rene Kühn;27428;Stefan Stoll;Stefan Stoll;Dorfstr. 27a, Kattenhochstatt;91781;Weißenburg i. Bay.;;;;
Planegg;119212;LS78552;nein;09.04.2026;Carmen Berger;25298;Darktrace;Darktrace Germany GmbH;Sonnenstraße 31;80331;München;;;;
Planegg;119208;LS78554;ja;10.04.2026;Rene Kühn;27426;Thomas Weber;Thomas Weber;Volbehrstraße, 55;90491;NÜRNBERG;;;;
Planegg;119205;LS78555;nein;09.04.2026;Max Sanktjohanser;27424;Gemeindeverwaltung Mutten;Gemeindeverwaltung Muttenz, Kredito;Bizenenstrasse 29;4132;Muttenz;;;;
CJM;119213;LS78556;nein;09.04.2026;Carmen Berger;27192;ASB Regionalverband Berlin;ASB Regionalverband Berlin-Nordost;Herzbergstraße 40-43;10365;Berlin;;;;
Emons;119214;LS78557;nein;09.04.2026;Max Sanktjohanser;22694;Amazon Deutschland W12 Trans.;Amazon Deutschland W12 Transport GmbH;Lilienthalstr. 8-15;68519;Viernheim;;;;
Planegg;119207;LS78558;ja;10.04.2026;Carmen Berger;20359;TSCNET Services GmbH;TSCNET Services GmbH;Weihenstephaner Str. 9;81673;München;;;;
Kyffhäuser;119216;LS78560;nein;09.04.2026;Carmen Berger;22887;LK Metallwaren GmbH;LK Metallwaren GmbH;An der Schwelerei 6;06369;Südliches Anhalt;;;;
Emons;119215;LS78561;nein;09.04.2026;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;119218;LS78562;ja;10.04.2026;Carmen Berger;21294;IPTE Platzgummer GmbH;IPTE Platzgummer GmbH;Siemensstraße 8;85221;Dachau;;;;
Planegg;;LS78563;ja;13.04.2026;Petra Gräf;25788;Adler Kunststofftechnik oHG;Adler Kunststofftechnik oHG;Settelestraße 6;85456;Wartenberg;;;;
AMW Auersperg;119219;LS78564;ja;13.04.2026;Carmen Berger;24441;JPT;JPT Peptide Technologies GmbH (ab 10.09.25);Hermann-Dorner-Allee 23;12489;Berlin;;;;
Planegg;119220;LS78565;nein;09.04.2026;Carmen Berger;25670;Punjabi Foods Trading;Punjabi Foods Trading GmbH;Maria-Probst-Str 41a;80939;München;;;;
aboutwater Frankfurt;119222;LS78566;nein;09.04.2026;Carmen Berger;27358;M&D GmbH;YGF-Chicken PSP;Düsseldorfer str.1-7;60329;Frankfurt;;;;
Emons;119221;LS78567;ja;09.04.2026;Florian Gräf;10160;AVALESS;AVALESS GmbH;Neufeld 10;85232;Bergkirchen OT Günding;;;;
VST Schörling;108043;LS76813.;ja;01.04.2026;Petra Gräf;23772;AM alpha KVGmbH;AM alpha KVGmbH;Sendlinger Straße 7;80331;München;;;;
aboutwater Bünde;119223;LS78570;ja;10.04.2026;Andreas Pöppe;24768;Kreis Paderborn (2) Amt f.Bevö;Kreis Paderborn;Aldegreverstr. 10 - 14;33102;Paderborn;;;;
STK Service;;LS78571;nein;13.04.2026;Petra Gräf;23686;Falck Duisburg Hattingen Köln;(RW3) Falck Notfallrettung und;Am Leveloh 7;45549;Sprockhövel;;;;
Planegg;103247;LS69192-;nein;14.04.2026;Petra Gräf;24087;eza! Energie- & Umweltzentrum;eza! Energie- & Umweltzentrum Allgäu;Burgstraße 26;87435;Kempten;;;;
Planegg;;LS78574;ja;10.04.2026;Petra Gräf;27423;Westfalia Fruit GmbH;Westfalia Fruit GmbH;Schäftlarnstraße 8;81371;München;;;;
Planegg;;LS78575;ja;13.04.2026;Petra Gräf;24659;MCE Service GmbH;MCE Service GmbH;Kistlerhofstraße 170;81379;München;;;;
Planegg;;LS78576;ja;09.04.2026;Rene Kühn;20772;Crystal Water;Crystal Water;Finkenstrasse 11a;85635;Höhenkirchen;;;;
aboutwater Frankfurt;119229;LS78578;nein;13.04.2026;Carmen Berger;25301;speakeasy Frankfurt;speakeasy Frankfurt;Kaiserstr. 12;60311;Frankfurt;;;;
CJM;119231;LS78579;nein;10.04.2026;Carmen Berger;26689;Falck Rettungsdienst Werder;Falck Rettungsdienst Nord GmbH;Otto-Lilienthal-Str. 6;14542;Werder (Havel);;;;
Planegg;119230;LS78580;nein;10.04.2026;Josefine Mättig;25583;PRO PET AUSTRIA;Pro Pet Austria Heimtiernahrung GmbH;Waidhofner Straße 1;3852;Gastern, Austria;;;;
